"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2346","A debtor Service Provider cannot send an RTP","bdd-tests","2026-08-24","passed","2026-08-24","RTP_Sending","RTP","",""
"","2369","Takeover fails without authentication","bdd-tests","2026-08-24","passed","2026-08-24","Debtor_Activation_Takeover","RTP","",""
"","1678","An authenticated Service Provider cannot send an RTP to an unactivated debtor","bdd-tests","2026-08-24","passed","2026-08-24","RTP_Sending","RTP","",""
"","4769","Attempt to cancel an already cancelled RTP","bdd-tests","2026-08-24","passed","2026-08-24","RTP_Cancellation","RTP","",""
"","3540","Attempt to cancel a non-existing RTP","bdd-tests","2026-08-24","passed","2026-08-24","RTP_Cancellation","RTP","",""
"","5533","Successfully cancel a Request to Pay","bdd-tests","2026-08-24","passed","2026-08-24","RTP_Cancellation","RTP","",""
"","2726","Takeover fails with invalid OTP","bdd-tests","2026-08-24","passed","2026-08-24","Debtor_Activation_Takeover","RTP","",""
"","2891","An authenticated creditor Service Provider can send an RTP to an activated debtor","bdd-tests","2026-08-24","passed","2026-08-24","RTP_Sending","RTP","",""
"","3351","A debtor Service Provider activates a debtor","bdd-tests","2026-08-24","passed","2026-08-24","Debtor_Activation","RTP","",""
"","4522","A debtor Service Provider successfully takes over an activation from another provider","bdd-tests","2026-08-24","passed","2026-08-24","Debtor_Activation_Takeover","RTP","",""
"","2753","An authenticated Service Provider cannot send an RTP to an activated debtor","bdd-tests","2026-08-24","passed","2026-08-24","RTP_Sending","RTP","",""
"","1","Successful login","bdd-tests","2026-08-24","passed","2026-08-24","RTP_Web_Sending","RTP","",""
"","3593","A debtor Service Provider tries to activates a debtor 2 times, failing the second attempt","bdd-tests","2026-08-24","passed","2026-08-24","Debtor_Activation","RTP","",""
"","508","A Service Provider tries to activates a debtor without having the correct credentials","bdd-tests","2026-08-24","passed","2026-08-24","Debtor_Activation","RTP","",""
